,index_content,word,nature,content_type,index_word,weight,amend_weight,ml_type
154,11,街上,s,pos,6,0.0,0.0,neg
155,11,卖,v,pos,7,0.0,0.0,neg
156,11,便宜,a,pos,8,0.0,0.0,neg
157,11,店家,n,pos,9,0.0,0.0,neg
158,11,网上,s,pos,10,0.0,0.0,neg
159,11,他家,r,pos,11,0.0,0.0,neg
160,11,贵,a,pos,12,-1.0,-1.0,neg
161,11,老板,n,pos,13,0.0,0.0,neg
162,11,面,n,pos,14,0.0,0.0,neg
163,11,网上,s,pos,15,0.0,0.0,neg
164,12,冲着,p,pos,1,0.0,0.0,
165,12,以内,f,pos,2,0.0,0.0,
166,12,变频,vn,pos,3,0.0,0.0,
167,12,级,q,pos,4,0.0,0.0,
168,12,能效,n,pos,5,0.0,0.0,
169,12,制冷,v,pos,6,0.0,0.0,
170,12,效果,n,pos,7,0.0,0.0,
171,12,不错,a,pos,8,0.0,0.0,
172,13,购物,n,pos,1,0.0,0.0,pos
173,13,电器,n,pos,2,0.0,0.0,pos
174,13,问,v,pos,3,0.0,0.0,pos
175,13,型号,n,pos,4,0.0,0.0,pos
176,13,型号,n,pos,5,0.0,0.0,pos
177,13,相识,v,pos,6,0.0,0.0,pos
178,13,家电,j,pos,7,0.0,0.0,pos
179,13,下线,n,pos,8,0.0,0.0,pos
180,13,安装,v,pos,9,0.0,0.0,pos
181,13,师傅,nr,pos,10,0.0,0.0,pos
182,13,挺好,a,pos,11,0.0,0.0,pos
183,13,加热,v,pos,12,0.0,0.0,pos
184,13,很快,d,pos,13,1.0,1.0,pos
185,13,购物,n,pos,14,0.0,0.0,pos
186,13,满意,v,pos,15,1.0,1.0,pos
187,13,走用,v,pos,16,0.0,0.0,pos
188,13,安装费,n,pos,17,0.0,0.0,pos
189,13,花元,nr,pos,18,0.0,0.0,pos
190,13,喷头,v,pos,19,0.0,0.0,pos
191,13,槊,g,pos,20,0.0,0.0,pos
192,13,料,n,pos,21,0.0,0.0,pos
193,13,花,v,pos,22,0.0,0.0,pos
194,13,伞,n,pos,23,0.0,0.0,pos
195,13,安装,v,pos,24,0.0,0.0,pos
196,13,麻烦,an,pos,25,0.0,0.0,pos
197,14,物流,n,pos,1,0.0,0.0,
198,14,早上,t,pos,2,0.0,0.0,
199,14,送来,v,pos,3,0.0,0.0,
200,14,中午,t,pos,4,0.0,0.0,
201,14,安装,v,pos,5,0.0,0.0,
202,14,安装,v,pos,6,0.0,0.0,
203,14,安装,v,pos,7,0.0,0.0,
204,14,师傅,nr,pos,8,0.0,0.0,
205,14,负责,v,pos,9,0.0,0.0,
206,14,效果,n,pos,10,0.0,0.0,
207,14,售后,n,pos,11,0.0,0.0,
208,14,确实,ad,pos,12,0.0,0.0,
209,15,满意,v,pos,1,1.0,1.0,pos
210,15,价格,n,pos,2,0.0,0.0,pos
211,15,产品质量,n,pos,3,0.0,0.0,pos
212,15,货运,n,pos,4,0.0,0.0,pos
213,15,安装,v,pos,5,0.0,0.0,pos
214,15,调试,vn,pos,6,0.0,0.0,pos
215,15,工作人员,n,pos,7,0.0,0.0,pos
216,15,服务态度,n,pos,8,0.0,0.0,pos
217,15,售后服务,l,pos,9,0.0,0.0,pos
218,16,收费,n,pos,1,0.0,0.0,pos
219,16,安装,v,pos,2,0.0,0.0,pos
220,16,速度,n,pos,3,0.0,0.0,pos
221,16,很快,d,pos,4,1.0,1.0,pos
222,16,管道,n,pos,5,0.0,0.0,pos
223,16,走,v,pos,6,0.0,0.0,pos
224,16,整齐,d,pos,7,0.0,0.0,pos
225,16,不错,a,pos,8,0.0,0.0,pos
226,17,几天,m,pos,1,0.0,0.0,pos
227,17,想,v,pos,2,0.0,0.0,pos
228,17,晒,v,pos,3,0.0,0.0,pos
229,17,差点,n,pos,4,0.0,0.0,pos
230,17,忘,v,pos,5,0.0,0.0,pos
231,17,这款,r,pos,6,0.0,0.0,pos
232,17,喜欢,v,pos,7,1.0,1.0,pos
233,18,安装,v,pos,1,0.0,0.0,
234,18,没用,v,pos,2,0.0,0.0,
235,18,不多,d,pos,3,0.0,0.0,
236,18,做,v,pos,4,0.0,0.0,
237,18,评价,n,pos,5,0.0,0.0,
238,18,凑,v,pos,6,0.0,0.0,
239,18,字,n,pos,7,0.0,0.0,
240,19,不错,a,pos,1,0.0,0.0,pos
241,19,安装,v,pos,2,0.0,0.0,pos
242,19,人员,n,pos,3,0.0,0.0,pos
243,19,专业,n,pos,4,0.0,0.0,pos
244,19,值得,v,pos,5,1.0,1.0,pos
245,19,信赖,n,pos,6,1.0,1.0,pos
246,20,家里,s,pos,1,0.0,0.0,
247,20,挺好用,a,pos,2,0.0,0.0,
248,20,在家,r,pos,3,0.0,0.0,
249,20,安装,v,pos,4,0.0,0.0,
250,20,很好,a,pos,5,0.0,0.0,
251,21,装,v,pos,1,0.0,0.0,
252,21,太阳能,n,pos,2,0.0,0.0,
253,21,坏掉,v,pos,3,0.0,0.0,
254,21,换,v,pos,4,0.0,0.0,
255,21,电,n,pos,5,0.0,0.0,
256,22,真心,d,pos,1,0.0,0.0,pos
257,22,感觉,n,pos,2,0.0,0.0,pos
258,22,不错,a,pos,3,0.0,0.0,pos
259,22,装,v,pos,4,0.0,0.0,pos
260,22,当晚,t,pos,5,0.0,0.0,pos
261,22,三个,m,pos,6,0.0,0.0,pos
262,22,冲凉,a,pos,7,0.0,0.0,pos
263,22,热水,n,pos,8,0.0,0.0,pos
264,22,没用,v,pos,9,0.0,0.0,pos
265,22,好评,v,pos,10,1.0,1.0,pos
266,23,真心,d,pos,1,0.0,0.0,pos
267,23,不错,a,pos,2,0.0,0.0,pos
268,23,喜欢,v,pos,3,1.0,1.0,pos
269,23,品牌,n,pos,4,0.0,0.0,pos
270,23,赞,v,pos,5,1.0,1.0,pos
271,24,安装,v,pos,1,0.0,0.0,
272,24,希望,v,pos,2,0.0,0.0,
273,24,没什么,l,pos,3,0.0,0.0,
274,25,完美,a,pos,1,1.0,1.0,pos
275,25,不用,v,pos,2,0.0,0.0,pos
276,25,天天,t,pos,3,0.0,0.0,pos
277,25,太阳,ns,pos,4,0.0,0.0,pos
278,26,售后,n,pos,1,0.0,0.0,
279,26,预约,v,pos,2,0.0,0.0,
280,26,安装,v,pos,3,0.0,0.0,
281,27,质量,n,pos,1,0.0,0.0,pos
282,27,不错,a,pos,2,0.0,0.0,pos
283,27,暖水,n,pos,3,0.0,0.0,pos
284,27,挺快,v,pos,4,1.0,1.0,pos
285,27,支持,v,pos,5,1.0,1.0,pos
286,28,不错,a,pos,1,0.0,0.0,
287,28,物超所值,i,pos,2,0.0,0.0,
288,29,凌晨,t,pos,1,0.0,0.0,pos
289,29,一点,m,pos,2,0.0,0.0,pos
290,29,下单,n,pos,3,0.0,0.0,pos
291,29,点,m,pos,4,0.0,0.0,pos
292,29,送到,v,pos,5,0.0,0.0,pos
293,29,点,m,pos,6,0.0,0.0,pos
294,29,员工,n,pos,7,0.0,0.0,pos
295,29,上门,ns,pos,8,0.0,0.0,pos
296,29,安装,v,pos,9,0.0,0.0,pos
297,29,速度,n,pos,10,0.0,0.0,pos
298,29,效率,n,pos,11,0.0,0.0,pos
299,29,扛,v,pos,12,0.0,0.0,pos
300,29,扛,v,pos,13,0.0,0.0,pos
301,29,特别,d,pos,14,0.0,0.0,pos
302,29,赞扬,v,pos,15,0.0,0.0,pos
303,29,安装,v,pos,16,0.0,0.0,pos
304,29,师傅,nr,pos,17,0.0,0.0,pos
305,29,特别,d,pos,18,0.0,0.0,pos
306,29,专业,n,pos,19,0.0,0.0,pos
307,29,进门,v,pos,20,0.0,0.0,pos
308,29,换上,v,pos,21,0.0,0.0,pos
309,29,鞋套,n,pos,22,0.0,0.0,pos
310,29,安装,v,pos,23,0.0,0.0,pos
311,29,过程,n,pos,24,0.0,0.0,pos
312,29,弄脏,n,pos,25,0.0,0.0,pos
313,29,地方,n,pos,26,0.0,0.0,pos
314,29,擦,v,pos,27,0.0,0.0,pos
315,29,干净,a,pos,28,0.0,0.0,pos
316,29,好评,v,pos,29,1.0,1.0,pos
317,29,试用,vn,pos,30,0.0,0.0,pos
318,29,量,n,pos,31,0.0,0.0,pos
319,29,两三个,m,pos,32,0.0,0.0,pos
320,29,人用,n,pos,33,0.0,0.0,pos
321,29,合适,a,pos,34,0.0,0.0,pos
322,30,东西,ns,pos,1,0.0,0.0,pos
323,30,不错,a,pos,2,0.0,0.0,pos
324,30,价格,n,pos,3,0.0,0.0,pos
325,30,实惠,vn,pos,4,0.0,0.0,pos
326,30,试,v,pos,5,0.0,0.0,pos
327,30,加热,v,pos,6,0.0,0.0,pos
328,30,很快,d,pos,7,1.0,1.0,pos
329,30,省,n,pos,8,0.0,0.0,pos
330,30,电,n,pos,9,0.0,0.0,pos
331,30,老爸,n,pos,10,0.0,0.0,pos
332,30,很大,a,pos,11,0.0,0.0,pos
333,30,气,n,pos,12,0.0,0.0,pos
334,30,遥控,vn,pos,13,0.0,0.0,pos
335,30,灵敏,nr,pos,14,0.0,0.0,pos
336,30,客服,n,pos,15,0.0,0.0,pos
337,30,负责,v,pos,16,0.0,0.0,pos
338,30,安装,v,pos,17,0.0,0.0,pos
339,30,花,v,pos,18,0.0,0.0,pos
340,30,规范,n,pos,19,0.0,0.0,pos
341,30,强烈推荐,i,pos,20,0.0,0.0,pos
342,31,十四号,m,pos,1,0.0,0.0,pos
343,31,送到,v,pos,2,0.0,0.0,pos
344,31,电话,n,pos,3,0.0,0.0,pos
345,31,师傅,nr,pos,4,0.0,0.0,pos
346,31,安装,v,pos,5,0.0,0.0,pos
347,31,师傅,nr,pos,6,0.0,0.0,pos
348,31,态度,n,pos,7,0.0,0.0,pos
349,31,不错,a,pos,8,0.0,0.0,pos
350,31,干活,a,pos,9,0.0,0.0,pos
351,31,细致,a,pos,10,0.0,0.0,pos
352,31,拆,v,pos,11,0.0,0.0,pos
353,31,几年,m,pos,12,0.0,0.0,pos
354,31,没擦,v,pos,13,0.0,0.0,pos
355,31,墙面,n,pos,14,0.0,0.0,pos
356,31,擦,v,pos,15,0.0,0.0,pos
357,31,干净,a,pos,16,0.0,0.0,pos
358,31,赞,v,pos,17,1.0,1.0,pos
359,31,收费,n,pos,18,0.0,0.0,pos
360,31,块钱,n,pos,19,0.0,0.0,pos
361,31,装,v,pos,20,0.0,0.0,pos
362,31,没用,v,pos,21,0.0,0.0,pos
363,31,海尔,nrt,pos,22,0.0,0.0,pos
364,31,四年,m,pos,23,0.0,0.0,pos
365,31,漏水,n,pos,24,-1.0,-1.0,pos
366,31,售后,n,pos,25,0.0,0.0,pos
367,31,内胆,n,pos,26,0.0,0.0,pos
368,31,漏,v,pos,27,0.0,0.0,pos
369,31,修,v,pos,28,0.0,0.0,pos
370,31,新,a,pos,29,0.0,0.0,pos
371,31,保修,v,pos,30,0.0,0.0,pos
372,31,八年,t,pos,31,0.0,0.0,pos
373,31,总体,n,pos,32,0.0,0.0,pos
374,31,不错,a,pos,33,0.0,0.0,pos
375,31,好评,v,pos,34,1.0,1.0,pos
376,32,满意,v,pos,1,1.0,1.0,pos
377,32,售后,n,pos,2,0.0,0.0,pos
378,32,认真负责,n,pos,3,0.0,0.0,pos
379,32,货物,n,pos,4,0.0,0.0,pos
380,32,到达,v,pos,5,0.0,0.0,pos
381,32,目的地,n,pos,6,0.0,0.0,pos
382,32,咨询,vn,pos,7,0.0,0.0,pos
383,32,安装,v,pos,8,0.0,0.0,pos
384,32,事宜,n,pos,9,0.0,0.0,pos
385,32,指导,n,pos,10,0.0,0.0,pos
386,32,安装,v,pos,11,0.0,0.0,pos
387,32,人员,n,pos,12,0.0,0.0,pos
388,32,到场,d,pos,13,0.0,0.0,pos
389,32,厂家,n,pos,14,0.0,0.0,pos
390,32,感觉,n,pos,15,0.0,0.0,pos
391,32,不愧,a,pos,16,0.0,0.0,pos
392,32,销量,n,pos,17,0.0,0.0,pos
393,32,高,a,pos,18,-1.0,-1.0,pos
394,32,安装,v,pos,19,0.0,0.0,pos
395,32,人员,n,pos,20,0.0,0.0,pos
396,32,讲解,v,pos,21,0.0,0.0,pos
397,32,细致,a,pos,22,0.0,0.0,pos
398,32,从头到尾,i,pos,23,0.0,0.0,pos
399,32,满分,d,pos,24,0.0,0.0,pos
400,32,好评,v,pos,25,1.0,1.0,pos
401,33,质量,n,pos,1,0.0,0.0,pos
402,33,卖家,n,pos,2,0.0,0.0,pos
403,33,描述,v,pos,3,0.0,0.0,pos
404,33,完全一致,i,pos,4,0.0,0.0,pos
405,33,满意,v,pos,5,1.0,1.0,pos
406,33,真的,d,pos,6,0.0,0.0,pos
407,33,喜欢,v,pos,7,1.0,1.0,pos
408,33,超出,v,pos,8,0.0,0.0,pos
409,33,期望值,n,pos,9,0.0,0.0,pos
410,33,发货,n,pos,10,0.0,0.0,pos
411,33,速度,n,pos,11,0.0,0.0,pos
412,33,包装,v,pos,12,0.0,0.0,pos
413,33,仔细,ad,pos,13,0.0,0.0,pos
414,33,严实,ad,pos,14,0.0,0.0,pos
415,33,物流,n,pos,15,0.0,0.0,pos
416,33,公司,n,pos,16,0.0,0.0,pos
417,33,服务态度,n,pos,17,0.0,0.0,pos
418,33,运送,v,pos,18,0.0,0.0,pos
419,33,速度,n,pos,19,0.0,0.0,pos
420,33,很快,d,pos,20,1.0,1.0,pos
421,33,满意,v,pos,21,1.0,1.0,pos
422,33,购物,n,pos,22,0.0,0.0,pos
423,34,速度,n,pos,1,0.0,0.0,
424,34,服务,vn,pos,2,0.0,0.0,
425,34,安装,v,pos,3,0.0,0.0,
426,34,师傅,nr,pos,4,0.0,0.0,
427,34,悲,vg,pos,5,0.0,0.0,
428,34,催,v,pos,6,0.0,0.0,
429,34,号到,v,pos,7,0.0,0.0,
430,34,号,m,pos,8,0.0,0.0,
431,34,便宜,a,pos,9,0.0,0.0,
432,34,安装,v,pos,10,0.0,0.0,
433,34,材料费,n,pos,11,0.0,0.0,
434,34,花,v,pos,12,0.0,0.0,
435,35,收到,v,pos,1,0.0,0.0,pos
436,35,安装,v,pos,2,0.0,0.0,pos
437,35,挺好用,a,pos,3,0.0,0.0,pos
438,35,质量,n,pos,4,0.0,0.0,pos
439,35,不错,a,pos,5,0.0,0.0,pos
440,35,安装工人,l,pos,6,0.0,0.0,pos
441,35,服务态度,n,pos,7,0.0,0.0,pos
442,35,教给,vn,pos,8,0.0,0.0,pos
443,35,快递,v,pos,9,0.0,0.0,pos
444,35,挺快,v,pos,10,1.0,1.0,pos
445,35,满意,v,pos,11,1.0,1.0,pos
446,36,一段时间,l,pos,1,0.0,0.0,pos
447,36,总体,n,pos,2,0.0,0.0,pos
448,36,感觉,n,pos,3,0.0,0.0,pos
449,36,不错,a,pos,4,0.0,0.0,pos
450,36,保温,n,pos,5,0.0,0.0,pos
451,36,性能,n,pos,6,0.0,0.0,pos
452,36,遥控器,n,pos,7,0.0,0.0,pos
453,36,功能,n,pos,8,0.0,0.0,pos
454,36,小孩子,n,pos,9,0.0,0.0,pos
455,36,值得,v,pos,10,1.0,1.0,pos
456,36,推荐,v,pos,11,0.0,0.0,pos
457,37,非常感谢,i,pos,1,0.0,0.0,
458,37,商城,ns,pos,2,0.0,0.0,
459,37,给予,v,pos,3,0.0,0.0,
460,37,优质,n,pos,4,0.0,0.0,
461,37,服务,vn,pos,5,0.0,0.0,
462,37,仓储,j,pos,6,0.0,0.0,
463,37,管理,vn,pos,7,0.0,0.0,
464,37,物流配送,n,pos,8,0.0,0.0,
465,37,做,v,pos,9,0.0,0.0,
466,37,送货,v,pos,10,0.0,0.0,
467,37,配送,v,pos,11,0.0,0.0,
468,37,员,q,pos,12,0.0,0.0,
469,37,热情,n,pos,13,0.0,0.0,
470,37,有时候,l,pos,14,0.0,0.0,
471,37,收件,n,pos,15,0.0,0.0,
472,37,安排,v,pos,16,0.0,0.0,
473,37,时间,n,pos,17,0.0,0.0,
474,37,配送,v,pos,18,0.0,0.0,
475,37,商城,ns,pos,19,0.0,0.0,
476,37,售后,n,pos,20,0.0,0.0,
477,37,管理,vn,pos,21,0.0,0.0,
478,37,解,v,pos,22,0.0,0.0,
479,37,客户,n,pos,23,0.0,0.0,
480,37,忧患,n,pos,24,0.0,0.0,
481,37,排除万难,i,pos,25,0.0,0.0,
482,37,给予,v,pos,26,0.0,0.0,
483,37,购物,n,pos,27,0.0,0.0,
484,37,体验,n,pos,28,0.0,0.0,
485,38,国庆,t,pos,1,0.0,0.0,
486,38,活动,vn,pos,2,0.0,0.0,
487,38,农村,n,pos,3,0.0,0.0,
488,38,送货上门,l,pos,4,0.0,0.0,
489,38,送到,v,pos,5,0.0,0.0,
490,38,装上,v,pos,6,0.0,0.0,
491,38,试用,vn,pos,7,0.0,0.0,
492,38,很好,d,pos,8,0.0,0.0,
493,38,烧水,n,pos,9,0.0,0.0,
494,38,水量,n,pos,10,0.0,0.0,
495,38,足,a,pos,11,0.0,0.0,
496,38,压力,n,pos,12,0.0,0.0,
497,38,使用方便,l,pos,13,0.0,0.0,
498,38,遥控器,n,pos,14,0.0,0.0,
499,38,操作,v,pos,15,0.0,0.0,
500,39,速度,n,pos,1,0.0,0.0,pos
501,39,第一次,m,pos,2,0.0,0.0,pos
502,39,订单,n,pos,3,0.0,0.0,pos
503,39,点,q,pos,4,0.0,0.0,pos
504,39,事故,n,pos,5,0.0,0.0,pos
505,39,地址,n,pos,6,0.0,0.0,pos
506,39,选错,v,pos,7,0.0,0.0,pos
507,39,区域,n,pos,8,0.0,0.0,pos
508,39,幸好,a,pos,9,0.0,0.0,pos
509,39,客服,n,pos,10,0.0,0.0,pos
510,39,帮忙,v,pos,11,0.0,0.0,pos
511,39,活动,vn,pos,12,0.0,0.0,pos
512,39,价格比,n,pos,13,0.0,0.0,pos
513,39,平时,t,pos,14,0.0,0.0,pos
514,39,优惠,vn,pos,15,0.0,0.0,pos
515,39,安装,v,pos,16,0.0,0.0,pos
516,39,热水,n,pos,17,0.0,0.0,pos
517,39,很快,d,pos,18,1.0,1.0,pos
518,39,功耗,n,pos,19,0.0,0.0,pos
519,39,牌子,n,pos,20,0.0,0.0,pos
520,39,安装,v,pos,21,0.0,0.0,pos
521,39,师傅,nr,pos,22,0.0,0.0,pos
522,39,安装,v,pos,23,0.0,0.0,pos
523,39,材料,n,pos,24,0.0,0.0,pos
524,39,报表,n,pos,25,0.0,0.0,pos
525,39,报表,n,pos,26,0.0,0.0,pos
526,39,打勾,nz,pos,27,0.0,0.0,pos
527,39,完美,a,pos,28,1.0,1.0,pos
528,40,每次,r,pos,1,0.0,0.0,pos
529,40,喜欢,v,pos,2,1.0,1.0,pos
530,40,东西,ns,pos,3,0.0,0.0,pos
531,40,几天,m,pos,4,0.0,0.0,pos
532,40,几天,m,pos,5,0.0,0.0,pos
533,40,特别,d,pos,6,0.0,0.0,pos
534,40,放心,v,pos,7,0.0,0.0,pos
535,40,电,n,pos,8,0.0,0.0,pos
536,40,品牌,n,pos,9,0.0,0.0,pos
537,40,简单,a,pos,10,0.0,0.0,pos
538,40,漂亮,a,pos,11,0.0,0.0,pos
539,40,喜欢,v,pos,12,1.0,1.0,pos
540,40,侧面,f,pos,13,0.0,0.0,pos
541,40,安装,v,pos,14,0.0,0.0,pos
542,40,主动,b,pos,15,0.0,0.0,pos
543,40,打电话,l,pos,16,0.0,0.0,pos
544,40,问,v,pos,17,0.0,0.0,pos
545,40,价格,n,pos,18,0.0,0.0,pos
546,40,明,a,pos,19,0.0,0.0,pos
547,40,我家,r,pos,20,0.0,0.0,pos
548,40,旧,a,pos,21,0.0,0.0,pos
549,40,拆下来,v,pos,22,0.0,0.0,pos
550,40,换,v,pos,23,0.0,0.0,pos
551,40,新,a,pos,24,0.0,0.0,pos
552,40,安装,v,pos,25,0.0,0.0,pos
553,40,师傅,nr,pos,26,0.0,0.0,pos
554,40,很快,d,pos,27,1.0,1.0,pos
555,40,弄,v,pos,28,0.0,0.0,pos
556,40,态度,n,pos,29,0.0,0.0,pos
557,40,手脚,n,pos,30,0.0,0.0,pos
558,40,麻利,nr,pos,31,0.0,0.0,pos
559,40,花,v,pos,32,0.0,0.0,pos
560,40,块钱,n,pos,33,0.0,0.0,pos
